seconds,0,,ta,0,ba,0
seconds,0,,special,ms,100,30
pos,0.5,,special,tr
seconds,0,,lightning,t1,255,53
seconds,0.098,,lightning,t4,255,47
seconds,0.198,,lightning,t0,255,45
seconds,0.29000000000000004,,lightning,t4,255,53
seconds,0.396,,lightning,t1,255,52
seconds,0.493,,lightning,t5,255,53
seconds,0.601,,lightning,t0,255,52
seconds,0.703,,lightning,t4,255,46
seconds,0.7969999999999999,,lightning,t0,255,55
seconds,0.8969999999999999,,lightning,t5,255,49
seconds,0.9939999999999999,,lightning,t4,255,45
seconds,1.087,,lightning,t1,255,48
seconds,1.183,,lightning,t5,255,52
seconds,1.2850000000000001,,lightning,t4,255,55
seconds,1.3870000000000002,,lightning,t5,255,45
seconds,1.4870000000000003,,lightning,t1,255,51
seconds,1.5890000000000004,,lightning,t4,255,45
seconds,1.6890000000000005,,lightning,t1,255,54
seconds,1.7910000000000006,,lightning,t0,255,54
seconds,1.8980000000000006,,lightning,t5,255,52
seconds,1.9980000000000007,,lightning,t1,255,47
seconds,2.0920000000000005,,lightning,t0,255,55
seconds,2.1970000000000005,,lightning,t4,255,45
seconds,2.2880000000000007,,lightning,t5,255,52
seconds,2.392000000000001,,lightning,t4,255,49
seconds,2.4900000000000007,,lightning,t1,255,48
seconds,2.5840000000000005,,lightning,t4,255,53
seconds,2.6880000000000006,,lightning,t1,255,46
seconds,2.7840000000000007,,lightning,t5,255,55
seconds,2.8930000000000007,,lightning,t1,255,47
seconds,2.9910000000000005,,lightning,t0,255,53
seconds,3.0960000000000005,,lightning,t1,255,45
seconds,3.1900000000000004,,lightning,t0,255,49
seconds,3.2930000000000006,,lightning,t4,255,47
seconds,3.3850000000000007,,lightning,t5,255,52
seconds,3.484000000000001,,lightning,t4,255,49
seconds,3.581000000000001,,lightning,t1,255,45
seconds,3.678000000000001,,lightning,t5,255,54
seconds,3.778000000000001,,lightning,t4,255,55
seconds,3.881000000000001,,lightning,t0,255,47
seconds,3.974000000000001,,lightning,t5,255,49
seconds,4.078000000000001,,lightning,t0,255,53
seconds,4.183000000000002,,lightning,t4,255,51
seconds,4.280000000000002,,lightning,t5,255,49
seconds,4.384000000000002,,lightning,t0,255,54
seconds,4.491000000000002,,lightning,t1,255,49
seconds,4.5900000000000025,,lightning,t4,255,46
seconds,4.6910000000000025,,lightning,t0,255,50
seconds,4.790000000000003,,lightning,t4,255,55
seconds,4.892000000000003,,lightning,t5,255,53
seconds,4.991000000000003,,lightning,t0,255,47
seconds,5.0930000000000035,,lightning,t4,255,52
seconds,5.197000000000004,,lightning,t1,255,48
seconds,5.300000000000003,,lightning,t4,255,52
seconds,5.400000000000003,,lightning,t5,255,46
seconds,5.498000000000003,,lightning,t4,255,53
seconds,5.6060000000000025,,lightning,t1,255,48
seconds,5.701000000000002,,lightning,t4,255,52
seconds,5.798000000000003,,lightning,t0,255,47
seconds,5.895000000000003,,lightning,t1,255,47
seconds,5.987000000000003,,lightning,t4,255,54
seconds,6.087000000000002,,lightning,t5,255,46
seconds,6.180000000000002,,lightning,t4,255,47
seconds,6.278000000000002,,lightning,t0,255,55
seconds,6.378000000000002,,lightning,t1,255,45
seconds,6.4780000000000015,,lightning,t5,255,52
seconds,6.584000000000001,,lightning,t1,255,48
seconds,6.682000000000001,,lightning,t4,255,54
seconds,6.7810000000000015,,lightning,t1,255,45
seconds,6.876000000000001,,lightning,t0,255,55
seconds,6.980000000000001,,lightning,t4,255,50
seconds,7.075000000000001,,lightning,t1,255,53
seconds,7.173000000000001,,lightning,t0,255,46
seconds,7.264000000000001,,lightning,t1,255,51
seconds,7.360000000000001,,lightning,t5,255,47
seconds,7.460000000000001,,lightning,t0,255,54
seconds,7.567000000000001,,lightning,t1,255,45
seconds,7.666000000000001,,lightning,t0,255,48
seconds,7.766000000000001,,lightning,t1,255,55
seconds,7.869000000000001,,lightning,t4,255,45
seconds,7.969,,lightning,t1,255,53
seconds,8.074,,lightning,t0,255,54
seconds,8.173,,lightning,t1,255,49
seconds,8.269,,lightning,t0,255,50
seconds,8.374,,lightning,t5,255,47
seconds,8.469000000000001,,lightning,t0,255,45
seconds,8.559000000000001,,lightning,t1,255,49
seconds,8.658000000000001,,lightning,t0,255,52
seconds,8.755,,lightning,t4,255,54
seconds,8.861,,lightning,t5,255,54
seconds,8.961,,lightning,t4,255,45
seconds,9.06,,instant,ta,0,ba,0
seconds,9.06,,special,ms,0,30
